term,era,snippet_id,text
repentance,post1950,c60eb9213caf,"melles de Joseph Smith, le prophète, dans lesquelles le Seigneur a profité de plus d'une occasion de réprimander les Saints et de les appeler à la repentance pour leurs mauvaises actions. A Kirtland, par exemple, il s'insurgea contre les pécheurs au sein de l'Eglise et leur dit nettement :"
repentance,post1950,85ac9ed1d740,Même ceux qui faisaient partie de l'école des prophètes eurent besoin de réprimandes et de repentance :
repentance,post1950,f342b4c56bf8,"Et Emma, la femme du prophète, fut appelée par révélation à la repentance :"
repentance,post1950,6f700636c26c,"Même Joseph Smith, le prophète, aussi grand qu'il fut, n'était pas parfait, et le Seigneur dut l'appeler à la repentance : «Et maintenant, mon serviteur Joseph, je te commande de te repentir, de marcher avec plus de droiture devant moi, de ne plus céder aux persuasions des hommes» (D&A 5 : 21)."
repentance,post1950,55f6f6bd35ad,"Le jeune prophète avait besoin de repentance comme tous les hommes. Il confessait honnêtement ses faiblesses. Dans son adoles- cence, quand il avait été solitaire dans l'intense persécution qui suivit sa glorieuse vision, il fut abandonné à toutes sortes de tentations. Il dit :"
repentance,post1950,a37506006471,"Si même les prophètes élus du Seigneur ne sont pas exempts de la nécessité de se repentir, que dire de nous, les autres? Il est clair que la repentance est pour tous, pour les Saints des Derniers Jours aussi bien que pour les autres."
grace,pre1950,8e72f08298b2,"had felt overawed by her superiority, and regarded her as a model of the most perfect excellence. Her ease and grace of manners—her beauty—her variety of conversation—her information—her acquirements, all were far superior to those of the most admired of her former companions. Catharine, on her part, had remarked the extreme, even painful bashfulness of Helenas manner, when, compelled to come into notice^ contrasted with the intelligence of her looks, and the expressive energy of her language and manners, when she mixed, unconscious of being observed, in general conversation. There was something in this mixture of bashfulness and apparent talent which excited Catharine's interest; she attempted to win Helen to be at her ease with her, and in doing this, treated her with a degree of kindness which Helen soon returned with the most unbounded and devoted affection. Catharine could not be insensible to this real and ardent regard; on the contrary, she returned it with a warmth that surprised herself; for she had supposed that Dunallan's disappointing conduct towards her, had given her affections a chill that they would not recover on this side the grave; but she found, that in the devoted affeotion of this ardent girl, the fondness of the children, to whom she every day became more tenderly attached, and the maternal interest, and Jdndness of Mrs. Oswald^ her heart was satisfied."
grace,pre1950,b245c203b71a,"Ephesians 1: 7. — In whom wo have redemption through his blood, tlie forgiveoess of siiis, according to the riches of his grace. . page 11"
grace,pre1950,7e5c565ffad7,"Acts 2ft 32L — And now, brethren, I commend you to God and to the word of his grace, which is able to build you up and to give you an inheritance among all them which are sanctified. ."
grace,pre1950,f02c41f85eee,"Acts 20: 32. — ^And now, brethren, I commend you to God and to the word of his grace, which is able to build you up and to give you an inheritance among all them which are sanctified. ."
grace,pre1950,121e98739a32,GRACE EVIDENCED BT ITS FRUITS.
grace,pre1950,f40d58b9a4d1,FREE GRACE IN FORGIVENESS.^
grace,pre1950,4dc7a00bd757,EpHESiAifS 1 : 7. — In whom toe have redemption (hrough his bloody theforgivi' ne$8 ofnnBf according to ths ridus of his grace.
grace,pre1950,0e70534bff3f,"The doctrine of the forgiveness of sins is a capital doctrine of the gospel. As it is much insisted on by the other writers of the New Testament; so it is above all, by the author of this epistle. In our text, he asserts that we are forgiven according to the riches of grace ; not merely in the exercise of grace, as the very term /orgii>en€«« implies, but in the exercise of the riches of grace ; importing that forgiveness is an act of the most free and abundant grace. Yet he also asserts that this gratuitous for* giveness is in consequence of a redemption by the blood of Christ. But how are these two parts of the proposition consis- tent ? If we be in the literal sense forgiven in consequence of a redemption, we are forgiven on account of the price of redemp- tion previously paid. How then can we be truly said to be/or- given ; a word which implies the exercise of grace 1 and espe- cially how can we be said to be forgiven according to the riches of grace 1 This is at least a seeming inconsistence. If our for- giveness be purchased, and the price of it be already paid, it seems to be a matter of debt, and not of grace. By this difficul-"
grace,pre1950,b0592690ef0d,"Are sinners forgiven through the redemption or atonement of Jesus Christ only ? — What is the reason or ground of this mode of forgiveness ? — Is this mode of forgiveness consistent with grace, or according to the riches of grace 1 Let us consider these in their order."
grace,pre1950,49e819d251fc,"I say redemption ot atonement, hecsLixse, I in my view, they mutually imply each other. That we are forgiven through the atonement of Christ — and can be forgiven in no other way, the scriptures very clearly teach. For evidence as to the first of these particulars, I appeal to the following passages of scripture, which are indeed but a few of the many which exhibit the same truth. First, our text itself: ""In whom we have redemption through his blood, the forgiveness of sins, according to the riches of his grace."" Romans 3 : 24, "" Being justified freely by his grace, through the redemption that is in Jesus Christ."" Acts 20: 28, "" To feed the church of God, which he hath purchased with his own blood."" Hebrews 9: 12, "" By his own blood he en- tered in once into the holy place, having obtained eternal redemp- tion for us."" 1 Peter 1: 18, ""Forasmuch as ye know, that ye were not redeemed with corruptible things, as silver and gold, but with the precious blood of Christ, as of a lamb without blem- ish and without spot."" Ibid. 2: 24, "" Who his ownself bare our sins, in his own body on the tree, that we being dead to sin, should live unto righteousness : by whose stripes ye were heal- ed."" Isa. 53: 4, 5, 6, "" He hath borne our griefs, and carried our sorrows — ^He was wounded for our transgressions, he was bruised for our iniquities, the chastisement of our peace was up^ on him, and with.his stripes we are healed. The Lord hath laid on him the iniquity of us all."" Ibid. v. 10, 11, 12, "" Yet it plea- sed the Lord to bruise him ; he hath put him to grief; — when thou shalt make his soul an offering for sin, he shall see his seed — He shall bear their iniquities. — And he bare the sins of many."""
grace,pre1950,55d68158fff2,"The necessity of the death and atonement of Christ sufllicient- ly appears by the bare event of his death. If his death were not necessary, he died in vain. But we cannot suppose that either he or his father would have consented to his death, had it not been absolutely necessary. Even. a man of common wisdom and good- ness, would not consent either to his own death or that of his son, but in a case of necessity, and in order to some important and val- uable end. Much less can we suppose, that either Christ Jesus the Son would have consented to his own death, or that the infi- nitely wise and good father would have consented to the death of his only begotten and dearly beloved son, in whom his soul was well pleased, and who was full of grace and truth, the bright- ness of his own glory and the express image of his person, the chiefest among ten thousand and altogether lovely, if there had not been the most urgent necessity. Especially as this most ex-"
grace,pre1950,84e9f9764089,"It may be further inquired of those gentlemen mentioned above, whether the pardon of the penitent, be according to the divine loto, or according to the gospel. If it be a constitution of the loto, that every penitent be pardoned, what then is the gospel 1 And wherein does the grace of the latter, exceed that of the former ? Besides, is it not strange, to suppose that bare law knows anything of repentance and of the promise of pardon on repentance ? Surely such a law must be a very gracious law ; and a very gracious law and a very gracious gospel seem to be very nearly one and the same thing. It has been commonly un-* derstood that the divine law is the rule of justice. If so, and it be a provision of the law, that every penitent be acquitted from punishment ; then surely there is no grace at all in Uie acquittal of the penitent, as the gentlemen to whom I now refer pretend, there is none on the supposition of the satisfaction of Christ. Again ; if the law secure impunity to all penitents, then all the terror or punishment which the law threatens, is either repentance itself, or that wise and wholesome discipline which is necessary to lead to repentance ; these are the true and utmost curse of the law. But neither of these is any curse at all ; they are at least among the greatest blessings which can be bestowed on those who need them. But if it be granted that the bare law of God does not secure pardon to the penitent, but admits of his punish- ment, it will follow that the punishment of the penitent would be nothing opposed to justice. Surely God hath not made an un- just law. It also follows, that to punish the penitent would be not at all inconsistent with the divine perfections ; unless God hath made a law, which cannot with respect to the penitent, or a certain part of his subjects, be executed consistently with his own perfections. And if the punishment of the penitent, pro- vided no atonement had been made, would not be inconsistent with justice, or with the perfections of God, who will say, that the pardon of the penitent, on the sole footing of an atonement, is inconsistent with either ?"
grace,pre1950,4c5a23045489,"he will not pardon and save, all who repent ? Are the Socinians themselves certain, that God will not do that which eternal jus- tice, his own law, and his own perfections allow him to do ? The dilemma is this : eternal justice either requires that every penitent be pardoned in consequence of his repentance merely, or it does not. If it do require this,* it follows, that pardon is an act of justice and not of grace; therefore let the Socinians be forever silent on this head. It also follows, that repentance answers, satisfies, fulfils, the divine law, so that, in consequence of it, the law has no further demand on the sinner. It is there- fore either the complete righteousness of the law, or the complete curse of it ; for cursed is every one that continueth not in all things written in the book of the law to do them. It also follows, that sin is no moral evil. Doubtless that which deserves no pun- ishment, or token of the divine displeasure, is no moral evil. But the utmost that justice, on this hypothesis, requires of the sinner, is repentance, which is no token of the divine displeasure, but an inestimable blessing. It also follows, that as eternal jus- tice is no other than the eternal law of God, grace and truths l\fe and immortalily caihe and were brought to light by Moses, since the laiw came by him ; that the law contains exceeding great and precious promises^ which promises, however, exceed-- ing great and precious 9fi they are, are no more than assurances, that we shaU not be injured. It follows in the last place that justice and grace, law and gospd, are perfectly synonymous terms."
grace,pre1950,cd65da99bccd,"Ephzsiahs 1 : 7. — Jn whom toe have redemption through his Hood, tht/orgwe' nets ofsinSy according to the riches of his grace."
grace,pre1950,ce8361479c32,"HI. Are toe, nofwUhstanding the redemption of Christ ^for^ given freely by grace 1"
grace,pre1950,a270642efc4c,"That we should be forgiven wholly through the redemption of Christ, and yet by free grace, hath, as I observed, appeared to many, an inconsistency, or a perplexing difficulty. In discours- ing on this question, I shall, 1. Mention several attempts which have been made to solve this difficulty. 2. I shall suggest some considerations which may possibly lead to the true solution."
grace,pre1950,883f6925e011,(1) Some allow that there is no exercise of grace in the hare pardonX or justification of the sinner ; that all the grace of the gospel consists in the gift of Christ ; in providing an atonement ;
grace,pre1950,b0823a80d943,"X The impropriety of expression. In speaking of pardon without grace, would need an apology, were it not common in treatises on this subject No more is intended, than that the sinner is acquitted or rdeased, without grace*"
grace,pre1950,a08feb954ac4,"in the undertaking of Christ to make atonement, and in the actual making of it. And as the pardon of the sinner is founded on those gracious actions ; so that, in a more lax sense, is also said to be an act of grace. As to this account of the matter, I have to observe, that it is rather yielding to the objection, than answer- ing it. It is allowed, in this state of the matter, that the pardon of the sinner is properly no act of grace. But this seems not to be reconcilable with the plain declarations of scripture ; as in our text ; In whom we have redemption through his blood, the for- giveness of sins, according to the riches of his grace. Being 1'ustified freely by his grace, through the redemption that is in fesus Christ, Rom. 3: 24. ' These and such like passages seem plainly to import, that pardon itself is an act of grace, and not merely that it is founded on other acts, which are acts of grace. Besides the very idea of pardon or forgiveness implies grace. So far only is any crime pardoned, as it is pardoned graciously. To pardon a crime on the footing of justice, in the proper sense of the word justice, is a direct contradiction."
grace,pre1950,79fe4291f7d1,"Again ; it is not proper to say, that the pardon of the sinner is an act of grace, merely because it is founded on the gracious gift of Christy and his gracious act in making atonement. It is not proper to say, that any act is an act of grace, merely because it is founded on another act, which is really an act of grace. As well we may say, that if a creditor, by a third person, furnish his debtor with money sufficient to discharge his debt, when the debtor has in this way, by a third person, paid the full debt, it is an act of grace in the creditor to give up the obligation. Whereas, who does not see that the furnishing of the money, and the giv- ing up of the obligation, are two distinct acts ; and however the former is indeed an act of grace ; yet the latter is no more an act of grace, than if the money had been paid to some other creditor, and he had given up an obligation for the same sum. If it be an act of grace in the creditor, to deliver up an obligation, for which he hath received the full sum, because the money paid was originally furnished by himself, then it would be consistent with justice in the creditor, to retain the obligation, after he has received the full sum for which it was given ; or to reject the money, and cast the creditor into prison, though he tenders pay- ment. But neither of these, I presume, will be pretended to be just."
grace,pre1950,6da696b5d1f1,"(2) Some have attempted to relieve the difficulty now under consideration, in this manner : They say. The pardon of the sin- ner is no act of grace to Christ, because he has paid the debt for the sinner ; but that it is an act of grace to the sinner, because"
grace,pre1950,99522994d9e5,"the debt was paid, not by the sinner himself, but by Christ Nor was Christ so much as dekgated by the sinner to pay his debt. CoQceming this I observe, in the farst pUtcty That if the atone- ment of Christ be considered as the payment of a debt, the release of the sinner seems not to be an act of grace, although the pay- ment be made by Christ, and not by the sinner personally. Sup- pose any one of you, my auditors, owes a certain sum ; and he goes and pays the full sum himself personally. Doubtless all will agree, that the creditor, in this case, when he gives up the obli- gation, performs a mere act of justice, in which there is no grace at alL But in what respect would there have been more grace in giving up the obligation, if the money had been sent by a ser- vant, by a friend, or by any third person ? Here I am sensible an objection will arise to this effect : But we did not send the payment of our debt to God, by the hand of Christ as our friend ; we did not delegate him to make atonement for us ; he was gra- ciously appointed and given by God. To this I answer, That this objection places the whole grace of the gospel in providing the Savior, not in the pardon of sin. Besides, if by deUgaiing Christ, be meant such a sincere consent and earnest desire, that Christ should make atonement for us, as a man may have, that his friend should discharge a debt in his behalf; without doubt every true christian, in tliis sense, delegates Christ to make atone- ment for his sins. Did not Abraham and all the saints who lived before the incarnation of Christ, and who were informed that atonement was to be made for them by Christ, sincerely consent to it, and earnestly desire it ? And though now Christ has actu- ally made atonement, yet every one who walks in the steps of the iaith of Abraham, is the subject of the like sincere consent to the office and work of Christ, and the like earnest desire, that by his atonement, a reconciliation may be effected between God ^nd himself. So that if Christ have, in the proper sense of the words, paid the debt for his people, his people do as truly send him to make this payment, as a man ever sends his friend to make pay- ment to his creditor, provided still, that the friend furnishes the money to be paid."
grace,pre1950,dc85ca04f4be,"But what if the people of Christ did not, in any sense, delegate him to this work ; would this cause the payment of their debt by Christ, to be at all more consistent with free grace in their dis- chai^ ? Suppose a man without any delegation, c(msent, oi*. knowledge of his friend, pays the full demand of his creditor, it is manifest, that the creditor is obliged in justice to dischai^e the debtor, equally as if the agent had acted by delegation from the debtor. Or if we had in every sense delegated and commissioned Christ, still our pardon would be an act of grace, as still we should be treated more favorably than our personal characters deserve."
grace,pre1950,e237301b605f,"Now to apply the whole of this to the subject before us : If Christ have, in the proper sense of the words, paid the debt which we owed to God, whether by a delegation from us or not ; there can be no more grace in our discharge, than if we had paid it our- selves."
grace,pre1950,e6da30828d44,"But the fact is, that Christ has not, in the literal and proper sense, paid the debt for us. It is indeed true, that our deliverance is called a redemption^ which refers to the deliverance of a priso- ner out of captivity, commonly effected by paying a certain sum as the price of his liberty. In the same strain, Christ is said to give himself a ransom for many, and christians are said to be bought with a price, etc. all which scripture expressions bring into view the payment of money, or the discharge of a debt. But it is to be remembered, that these are metaphorical expres- sions, and therefore not literally and exactly true. We had not deprived God of his property ; we had not robbed the treasury of heaven. God was possessed of as much property after the fall as before ; the universe and the fulness thereof still remained his. Therefore when Christ made satisfaction for us, he refunded no property. As none had been taken away, none needed to be re- funded. But we had rebelled against God, we had practically despised his law and authority, and it was necessary, that his au- thority should be supported, and that it should be made to appear^ that sin shall not go without proper tokens of divine displeasure and abhorrence ; that God will maintain his law ; that his author- ity and government shall not be suffered to fall into contempt ; and that God is a friend to virtue and holiness, and an irreconci- lable enemy to transgression, sin and vice. These things were necessary to be made manifest, and the clear manifestation of these things, if we will use the term, was the debt which was due to God. This manifestation was made in the sufferings and death of Christ. But Christ did not, in the literal sense, pay the debt we owed to God ; if he had paid it, all grace would have been excluded from the pardon of the sinner. Therefore,"
grace,post1950,4704f3609d02,"David Scanlon, Margaret Gallego, Grace Zamora Durhn, & Elba I. Reyes"
grace,post1950,c6111ecb2f7f,"David Scanlon, Boston College; Margaret Gallego, San Diego State University; Grace Zamora Durhn, U. S. Department of Education; & Elba I. Reyes, Stanfield, AZ School District."
grace,post1950,aef7b615574c,"Janette K. Klingner, University of Colorado at Boulder Alfredo J. Artiles, Arizona State University Elizabeth Kozleski, University of Colorado at Denver Beth Harry, University of Miami Shelley Zion, University of Colorado at Denver William Tate, Washington University Grace Zamora Duran, U.S. Department of Education David Riley, Education Development Center"
grace,post1950,13863d671ae7,"Grace Zamora Duran, U.S. Department of Education"
grace,post1950,ff26f5e5759d,"Grace Zamora Duran, Ph.D., is a Research Analyst with the Research-to-Practice Division in the Office of Special Education Programs at the U.S. Department of Education. She received her doctorate from The University of Arizona in Tucson in special education with a minor in bilingual education. She works with projects pertaining to disproportionate"
grace,post1950,f28d1ed9db2d,"Karla M. Mattson, Andrew Hucks, Randolph C. Grace, and Anthony P. McLean"
grace,post1950,2eddfedb108a,"Address correspondence and reprint requests to Randolph C. Grace or Anthony P. McLean, Department of Psychology, University of Canterbury, Private Bag 4800, Christchurch, New Zealand (e-mail: randolph.grace® canterbury.ac.nz) (e-mail: anthony.mclean@canterbury. ac.nz)."
grace,post1950,322cdd00469c,"Although Herrnstein’s initial application of the matching law to concurrent chains was encouraging, it was discovered that relative response rate deviated from relative delay of reinforcement when the overall durations of either the terminal links or the initial links were varied (Davison 1983; Fantino, 1969). This result violates the assumption, implicit in Equation 1, that preference depends on relative, not absolute, values of reinforcement variables. Subsequently, Grace (1994) proposed an alternative model, still based on the matching law, which attempted to resolve this failure of the “relativity” assumption. The novel feature of Grace’s model is that variables relating to the conditions in the terminal link (reinforcer immediacy and magnitude ratios in Equation 1) are raised to the power Tt / T^, which is the ratio of the average terminal- and initial-link durations. This exponent captures the dependence of sensitivity to immediacy and magnitude {ud and «m) on temporal context (i.e., the durations of initial and terminal links). In conditions where T^ = T^, as in the experiments described below, Grace’s model and Equation 1 are equivalent."
grace,post1950,fe1731172f0a,"One of the most important assumptions of Equation 1 is that the effects on preference of different variables such as reinforcer rate, immediacy and magnitude, are independent and combine multiplicatively (additively in logarithmic form). This assumption has been tested in a variety of studies that have manipulated various combinations of these variables parametrically (e.g., Grace, 1995; Grace, Bedell, & Nevin, 2002; McLean & Blampied, 2001), and the general conclusion is that independence has been supported when relative, but not absolute, levels of reinforcer variables have been manipulated (Berg & Grace, 2004; but cf. Elliffe, Davison, & Landon, 2008). However, one variable that has not received much attention in these parametric studies is reinforcer probability. Although it is well established that pigeons’ choice in concurrent chains favors the alternative that delivers food with higher probability (e.g., Spetch & Dunn, 1987), research has not yet varied reinforcer probability parametrically in combination with other reinforcer variables. Such a study would provide a test of whether the effects of reinforcer probability are independent of, and combine additively with, other reinforcer variables."
grace,post1950,15f3c9e3fd00,"The aim of the present research was to investigate whether effects of reinforcer probability and immediacy on choice are additive and independent, for both signaled and unsignaled probabilistic reinforcement procedures. By varying immediacy and probability across series of signaled and unsignaled conditions, we planned to test whether signaling terminal-link reinforcer outcomes affected sensitivity to immediacy as well as probability. We used a multiple concurrent-chains procedure similar to that employed by Grace (1995) and Grace et al. (2002). Three different concurrent-chains schedules were presented, in separate components, during each session. Components were distinguished by the color (red, white or green) of both response keys during the initial links and of the operative key in the terminal link. Relative immediacy of reinforcement was varied across components; 1:2 in the red component, 1:1 in the white component and 2:1 in the green component. Relative reinforcer probability in the terminal links was constant across components, and was varied across conditions (5:1, 1:5, 2:1, and 1:2). The VI schedules used in the initial links were constant across components and conditions. These conditions were conducted twice; once with the terminal-link outcomes (i.e., reinforcement or nonreinforcement) signaled, and once with them unsignaled. Thus, the experimental design allowed us to examine the effects of parametric variation in relative reinforcer probability at different levels of relative immediacy, for both signaled and unsignaled terminal links. Our primary goals were to characterize the effects of reinforcer probability and immediacy on choice and to test if they were additive and independent, as required by the matching law, and whether signaling terminal-link outcomes would reduce sensitivity to probability."
grace,post1950,c539b38168d5,"that sensitivity to immediacy was greater at moderate rather than extreme probability ratios for the dependent-schedules group. This observation was supported by an analysis of simple effects which showed that the probability X immediacy interaction was significant for the dependent-schedules group but not the independent-schedules group. Scatterplots of predictions of the generalized- matching model versus obtained data (Figure 7) showed evidence of a possible ceiling effect in response allocation for the dependent-scheduling group in the unsignaled condition at approximately 2 log units. This effect would be expected to have a greater impact at extreme rather than moderate probability ratios, and thus could have produced the interaction for the dependent- schedules group. In that case, the interaction might not represent failure of a key matching-law assumption, but be attributed to a procedural artefact. Sigmoidal relationships between log response and log reinforcer ratios that might be attributed to ceiling effects produced by dependent scheduling have been reported before (e.g., Davison & Jones, 1995; but cf. Baum, Schwendiman & Bell, 1999), particularly in situations where several values of a given reinforcer dimension are presented within sessions (as in the present experiment) or when conditions are in effect for only one or two sessions at a time (Grace, Bragason & McLean, 2003; Grace & McLean, 2006). However, it must be acknowledged that our results were ambiguous in that the three-way interaction (probability X immediacy X signalling), which would have allowed us to conclude that the probability X immediacy interaction was limited to the unsignaled condition for the dependent- schedules group, was not significant."
grace,post1950,7f7cb467ac93,"Berg, M. E., & Grace, R. C. (2004). Independence of terminal-link entry rate and immediacy in concurrent chains. Journal of the Experimental Analysis of Behavior, 82, 235-251."
grace,post1950,0def13e42f61,"Grace, R. C. (1994). A contextual model of concurrent- chains choice. Journal of the Experimental Analysis of Behavior, 61, 113-129."
grace,post1950,2a5542fe6dcd,"Grace, R. C. (1995). Independence of delay and magnitude of reinforcement in concurrent chains. Journal of the Experimental Analysis of Behavior, 63, 255-276."
grace,post1950,c7c4a954832e,"Grace, R. C., Bedell, M. A., & Nevin, J. A. (2002). Preference and resistance to change with constantand variable-duration terminal links: Effects of reinforcement rates and magnitude. Journal of the Experimental Analysis of Behavior, 77, 233—255."
grace,post1950,bb7a60d39b6a,"Grace, R. C., Bragason, O., Sc McLean, A. P. (2003). Rapid acquisition of preference in concurrent chains. Jouirial of the Experimental Analysis of Behavior, 80, 235-252."
grace,post1950,3ed252c19d22,"Grace, R. C., & McLean, A. P. (2006). Rapid acquisition in concurrent chains: Evidence for a decision model. Jouirial of the Experimental Analysis of Behavior, 85, 181-202."
grace,post1950,cfe461aa29a9,12 Grace Schools Why Not You?
grace,post1950,50e201ca4c82,1. It is the purpose of the BMH magazine to communicate to the members of the Fellowship of Grace Brethren Churches the news of its ministries and the current state of the church.
grace,post1950,21cdab34cdf9,Greg Weimer Grace Schools
grace,post1950,47c4df81b8e7,"The Brethren Missionary Herald Is a publication of the Fellowship of Grace Brethren Churches, published monthly by the Brethren Missionary Herald Co., P.O. Box 544, 1104 Kings Highway, Winona Lake, IN 46590. Telephone (219) 267-7158."
grace,post1950,1a97cb444bdb,"With your cooperation we would like to add a new monthly feature in the Herald magazine called Children's Ministries. Our Grace Brethren churches are coming up with innovative, exciting ideas for teaching missions to young children. Because so many children accept Jesus as their Savior at a young age. Children's Church can play a vital role in helping them to grow in their love for God and others. Sunday school becomes a place where not only Bible stories are told, but biblical principles are taught in practical ways too."
grace,post1950,83937a685349,"The JAMMERS (Jesus and Me'ers) of the Grace Brethren Church of Norton, Ohio, recently got moving about missions in Japan. They studied about Japan's desperate need to know the one true God rather than the many idols presently worshiped. Afterwards JAMMERS ""Jumped for Japan."" They had to answer a review question correctly which made them eligible for ten jumps on the trampoline. Another fun event was a relay race in which they had to pick up Teddy Grahams with chopsticks. This was to remind them of two of our own missionaries — Teddy Kimbauer and the Grahams. They also sang 'The Odells Live in Japan"" to the tune of 'The Farmer in the Dell."" The JAMMERS are definitely excited about missions!"
grace,post1950,072f19948d60,"Yuki Murakami was only 17 when we met her. She was a typical Japanese high school student — quiet, subdued, polite. We had no idea of her inward struggles or of the heart- ache she would bring to her family and us. We were also unprepared for the Incredible work of grace God would perform in her and the encouragement it would provide."
grace,post1950,beac6aa35ce1,"We first met Yuki one summer when she came to visit her aunt, Kayoko Hirata, a faith- ful member of the Grace Bible Church in Itami, Japan. On Sundays she came to wor- ship services with the Hiratas and soon joined in other meetings and Bible studies with her cousin, Junko. During those days she heard the gospel repeatedly at church and at the Hiratas. The Holy Spirit began to open her heart to receive the message of the glorious gospel. One day I asked her if she understood that she was a sinner separated from God. She nodded. After explaining to her again the sig- nificance of Christ's death, I asked her if she believed in Jesus. She said that she did. We all rejoiced at the marvelous grace of God which opens hearts here in this spiritually dark land. When Yuki returned home to Nagoya, she and her mother, Mrs. Murakami, began attending a church which I had recommended"
faith,pre1950,088834938983,"Consequences of the above principles : miracles must be judged, not merely from physical, but also from moral and religious grounds, and their prob- ability estimated by that of a revela- tion being given at all. The possibility of miracles follows from the beUef in a personal God. Evidential value of miracles. — Erro- neous views on this point— Miracles how far objects, how far evidences of faith."
faith,pre1950,a66774fbfa83,"The question, however, assumes a very different character when it relates, not to the comparative im- portance of miracles as evidences, but to their reality as facts, and as facts of a supernatural kind. For if this is denied, the denial does not merely remove one of the supports of a faith which may yet rest securely on other grounds. On the contrary, the whole system of Christian belief with its evidences, the moral no less than the intellectual influences, the precept and exam- ple for the future no less than the history of the past — all Christianity, in short, so far as it has any title to that name, so far as it has any special relation to the person or the teaching of Christ, is overthrown at the same time."
faith,pre1950,1f5bfac653d9,20 AIDS TO FAITH. [Essay I.
faith,pre1950,ff6d2d58a264,"But there is a yet higher witness to this intimate association of the Christian Evidences one w^ith another, in that great fact which forms at once the central point of apostolical preaching and the earnest of the future hope of all Christian men. If there is one fact recorded in Scripture which is entitled, in the fullest sense of tlie word, to the name of a Miracle, the Eesueeection of Christ is that fact. Here, at least, is an instance in which the entire Christian faith must stand or fall with our belief in the supernatural. "" If Christ be not risen, then is our preaching vain, and your faith is also vain."" Here, at least, is a test by which all the evidences of Christianity alike, internal as well as ex- ternal, moral as well as intellectual, may be tried. If Christ did not truly die and truly rise from the dead, preaching is vain and faith is vain ; the Apostles are false witnesses of God ; nay, Christ Himself, if we may dare to say so, has witnessed falsely of Himself."
faith,pre1950,1c86e82acd50,12 -^II^S TO FAITH. [Essay I.
faith,pre1950,c46798c4f8f7,"of modern science. If the possibility of miracles be granted, the question, whether any particular miracle did or did not take place, is a question not of science, but of testimony. The scientific question relates to the possibility of supernatural occurrences at all / and if this be once decided in the negative, Christianity as a religion must necessarily be denied along with it. Some moral precepts may indeed remain, which may or may not have been first enunciated by Christ, but which in themselves have no essential connection with one person more than with another ; but all belief in Christ as the great Example, as the Teacher sent from God, as the crucified and risen Saviour, is gone, never to re- turn. The perfect sinlessness of His life and conduct can no longer be held before us as our type and pat- tern, if the works which He professed to perform by Divine power were either not performed at all or were performed by human science and skill. ISTo mystery impenetrable by human reason, no doctrine incapable of natural proof, can be believed on His authority ; for if He professed to work miracles, and wrought them not, what warrant have we for the trustworthiness of other parts of His teaching ? The benefits obtained by His Cross and Passion, the promises conveyed by His Resurrection, are no longer the objects of Christian faith and hope ; for if miracles are impossible. He died as other men die, and was laid unto His fathers, and saw corruption. The prayers whch we ©O'er to Him who ascended into Heaven, and there liveth to make intercession for us, are a delusion and a mockery, if miracles are impossible ; for then is Christ not ascended into Heaven."
faith,pre1950,4de795f40abe,14 AIDS TO FAITH. [Essay I.
faith,pre1950,efe74617cae6,IQ AIDS TO FAITH. [Essay I.
faith,pre1950,d43ad99643c8,"7. It is scarcely necessary to state how much this argument is strengthened when it is addressed to one who believes, no matter on wdiat grounds, in any of the fundamental articles of the Christian Faith. 1 do not speak of one who believes in the narrative of the Gos- pels ; for to such an one the miracles are not matters of question ; but of one who in any sense believes in Christ as the Redeemer of mankind, though doubting some of the records of His earthly life. If God has"
faith,pre1950,0f0749dff2e7,18 ^II^S TO FAITH. [Essay I.
faith,pre1950,742d4a3e86b2,20 ^II^S TO FAITH. [Es8atI.
faith,pre1950,cbf887ef7855,22 AIDS TO FAITH. [Essay I.
faith,pre1950,d73cded4fa08,"The two classes of phenomena rest in fact on exactly . opposite foundations. In order that natural occurrences, taking place without human agency, may wear the appearance of prodigies, it is necessary that the cause and manner of their production should be unknown / and every advance of science from the unknown to the known tends to lessen the number of such prodigies by referring them to natural causes, and increases the probability of a similar explanation of the remainder. But on the other hand, in order that a man may j^er- form marvellous acts by natural means, it is necessary that the cause and manner of their production should be known by the performer; and in this case every fresh advance of science from the unknown to the known diminishes the probability that what is un- known now could have been known in a former age. 13. The effect therefore of scientific progress, as regards the Scriptural miracles, is gradually to elimin- ate the hypothesis which refers them to unknown natural causes, and to reduce the question to the follow- ing' alternative: Either the recorded acts were not performed at all (in which case it is idle to talk of the probable ""honesty or veracity"" of the witnesses'"") or they were performed, as their authors themselves de- clare, by virtue of a supernatural power, consciously exercised for that very purj^ose. The intermediate theory, which attempts to explain them as distorted statements of events reducible to known natural causes, has been tried already, in the scheme of Paulus, and has failed so utterly as to preclude all expectation of its revival, even in the land of its birth. There re- mains only the choice between a deeper faith and a bolder unbelief; between accepting the sacred narra- tive as a true account of miracles actually performed, and rejecting it as wholly fictitious and incredible; whether the fiction be attributed to the gradual accre- tion of mythical elements, or (for a later criticism has come back again to the older and more intelligible"
faith,pre1950,dec61b8ed09f,24 ^I^S TO FAITH. [Essay I.
faith,pre1950,4090380e1bef,26 AIDS TO FAITH. [Essay I.
faith,pre1950,7fbd3366f3bf,28 ^IDS TO FAITH. [Essay I.
faith,pre1950,5a6d8f149bc0,30 ^I^S TO FAITH. [EssATl.
